Cust_id,age,job,marital,education,default,balance,housing,loan
ABC40356,57,management,married,tertiary,no,10583,no,no
ABC36911,45,management,married,tertiary,no,677,yes,no
ABC36912,43,blue-collar,married,unknown,no,245,yes,yes
ABC36913,37,services,married,secondary,no,1193,no,no
ABC4036,34,blue-collar,married,primary,no,695,yes,yes
ABC36914,46,services,divorced,secondary,no,984,yes,no
ABC36915,55,self-employed,married,secondary,no,167,yes,no
ABC36916,39,blue-collar,married,secondary,no,5092,yes,no
ABC40364,83,retired,married,primary,no,425,no,no
ABC36918,36,blue-collar,married,primary,no,356,yes,yes
ABC36919,52,self-employed,married,secondary,no,411,yes,no
ABC40367,61,management,married,tertiary,no,997,no,no
ABC36920,58,entrepreneur,married,primary,no,1153,yes,yes
ABC36921,52,retired,married,primary,no,752,yes,no
ABC36922,38,blue-collar,married,secondary,no,1556,yes,no
ABC40371,64,retired,married,secondary,no,5966,yes,no
ABC36924,43,blue-collar,married,primary,no,555,yes,no
ABC36925,29,services,divorced,secondary,no,161,yes,yes
ABC40374,37,services,married,secondary,no,2061,yes,yes
ABC36927,38,blue-collar,divorced,secondary,no,5733,yes,no
ABC40376,68,retired,married,secondary,no,0,no,no
ABC36928,49,services,married,secondary,no,271,yes,yes
ABC40380,58,services,married,secondary,no,4348,yes,no
ABC36929,60,blue-collar,married,primary,no,193,yes,no
ABC36930,48,services,divorced,secondary,no,201,yes,no
ABC36934,60,blue-collar,married,secondary,no,-247,yes,no
ABC40384,71,retired,married,tertiary,no,2887,no,no
ABC36935,40,blue-collar,married,primary,no,2495,yes,no
ABC36936,34,blue-collar,married,secondary,no,840,yes,no
ABC40387,54,management,married,tertiary,no,1464,no,no
ABC36937,35,blue-collar,married,secondary,no,-184,yes,no
ABC36938,31,blue-collar,married,primary,no,295,yes,no
ABC36939,41,services,married,secondary,no,0,yes,yes
ABC36940,46,blue-collar,married,secondary,no,1583,yes,no
ABC36941,52,blue-collar,married,primary,no,1141,yes,no
ABC36942,45,blue-collar,married,unknown,no,23,yes,no
ABC40393,37,management,married,tertiary,no,1315,no,no
ABC40395,44,management,married,tertiary,no,2383,no,no
ABC36943,37,blue-collar,married,secondary,no,807,yes,no
ABC40397,37,entrepreneur,married,tertiary,no,1649,no,yes
ABC36946,53,services,divorced,secondary,no,28,yes,yes
ABC36947,43,unemployed,divorced,primary,no,-70,yes,no
ABC36948,43,blue-collar,married,primary,no,483,yes,no
ABC36949,43,blue-collar,married,primary,no,250,yes,no
ABC3695,45,self-employed,married,unknown,no,-257,no,no
ABC36953,40,services,married,secondary,no,949,yes,no
ABC40402,72,self-employed,married,tertiary,no,132,no,no
ABC40403,78,retired,divorced,primary,no,2787,no,no
ABC40405,69,retired,divorced,primary,no,482,no,no
ABC40406,41,blue-collar,married,secondary,no,203,no,no
ABC36954,42,blue-collar,married,primary,no,159,yes,no
ABC36955,38,blue-collar,married,primary,no,1455,yes,no
ABC40409,44,blue-collar,married,secondary,no,88,yes,no
ABC36956,34,blue-collar,married,primary,no,1309,yes,no
ABC36957,39,services,married,secondary,no,0,no,no
ABC40413,79,retired,married,secondary,no,668,no,no
ABC40414,33,blue-collar,married,secondary,no,73,yes,no
ABC40415,45,management,married,tertiary,no,1309,no,no
ABC36959,40,blue-collar,married,primary,no,332,yes,no
ABC3696,32,management,married,secondary,no,1423,yes,no
ABC40418,40,management,married,tertiary,no,2763,yes,no
ABC36960,37,blue-collar,married,secondary,no,135,yes,no
ABC36962,46,services,married,secondary,no,2381,yes,no
ABC36963,40,services,married,secondary,no,56,yes,no
ABC40422,42,entrepreneur,married,secondary,no,2959,yes,no
ABC36964,44,blue-collar,married,secondary,no,199,yes,no
ABC36966,43,management,married,tertiary,no,1158,yes,no
ABC36967,40,blue-collar,married,primary,no,1397,yes,no
ABC36968,46,entrepreneur,married,secondary,no,404,yes,no
ABC36969,38,blue-collar,married,secondary,no,0,yes,no
ABC3697,47,services,married,secondary,no,51,yes,yes
ABC36970,36,blue-collar,married,primary,no,578,yes,no
ABC36972,42,blue-collar,married,primary,no,402,no,no
ABC36973,41,blue-collar,married,primary,no,1356,yes,no
ABC40437,58,self-employed,divorced,secondary,no,0,no,no
ABC40439,39,services,divorced,secondary,no,19,yes,no
ABC36974,33,management,married,tertiary,no,331,yes,no
ABC40440,31,blue-collar,married,secondary,no,625,yes,no
ABC40441,45,services,married,unknown,no,5511,no,no
ABC40442,56,blue-collar,married,primary,no,1137,no,no
ABC40443,46,management,divorced,tertiary,no,1329,no,no
ABC40444,56,retired,married,secondary,no,1044,no,no
ABC40447,30,unemployed,married,tertiary,no,330,no,no
ABC36976,36,services,divorced,secondary,no,1089,yes,no
ABC36977,36,blue-collar,married,secondary,no,1383,yes,no
ABC40450,35,unemployed,single,primary,no,68,no,no
ABC36978,45,blue-collar,married,primary,no,700,yes,no
ABC40452,52,blue-collar,married,primary,no,1524,no,no
ABC36979,47,self-employed,married,secondary,no,0,yes,no
ABC40454,54,services,married,secondary,no,1633,no,no
ABC3698,40,services,married,secondary,no,1688,no,no
ABC36980,43,blue-collar,married,secondary,no,620,yes,no
ABC40458,41,entrepreneur,married,primary,no,0,no,no
ABC36983,46,services,married,secondary,no,451,yes,yes
ABC36985,33,blue-collar,married,secondary,no,241,yes,no
ABC36987,39,blue-collar,married,primary,no,481,no,no
ABC36988,47,services,married,secondary,no,-553,yes,no
ABC36989,48,blue-collar,married,secondary,no,709,yes,no
ABC36990,39,management,married,tertiary,no,942,yes,no
ABC36991,37,blue-collar,married,primary,no,37,yes,no
ABC36992,54,retired,divorced,tertiary,no,185,yes,no
ABC36994,57,retired,married,primary,no,13,yes,no
ABC36995,39,blue-collar,married,primary,no,800,yes,no
ABC36996,50,self-employed,married,secondary,no,3016,yes,no
ABC36998,48,blue-collar,married,primary,no,3267,yes,no
ABC3700,55,self-employed,married,primary,no,1000,yes,no
ABC37005,42,services,divorced,secondary,no,154,yes,no
ABC40478,62,management,married,tertiary,no,2785,no,no
ABC40479,52,blue-collar,married,secondary,no,137,no,no
ABC37006,36,blue-collar,married,secondary,no,1088,yes,no
ABC37007,33,services,married,secondary,no,1078,yes,no
ABC40482,82,retired,married,primary,no,8603,no,no
ABC37008,42,services,married,secondary,no,-141,yes,yes
ABC37009,43,blue-collar,married,secondary,no,3,yes,no
ABC37010,47,blue-collar,married,primary,no,1112,yes,no
ABC37013,40,management,married,tertiary,no,964,yes,no
ABC40487,63,retired,married,secondary,no,18016,no,no
ABC37014,57,retired,divorced,secondary,no,-663,yes,no
ABC40489,32,services,married,secondary,no,51,yes,yes
ABC37016,33,blue-collar,married,secondary,no,20,yes,yes
ABC40490,31,management,married,tertiary,no,1032,no,no
ABC40491,48,management,married,secondary,no,2892,no,no
ABC37019,47,services,married,secondary,no,-98,yes,yes
ABC37020,55,retired,married,secondary,no,918,yes,no
ABC37025,32,blue-collar,married,secondary,no,944,no,no
ABC40496,37,services,married,secondary,no,981,no,no
ABC37026,33,services,married,secondary,no,17,yes,no
ABC40498,40,blue-collar,single,tertiary,no,431,no,no
ABC37027,56,management,divorced,tertiary,no,1263,yes,no
ABC37030,46,blue-collar,married,primary,no,512,no,no
ABC37031,34,services,married,primary,no,412,yes,no
ABC37032,33,blue-collar,married,primary,no,2000,yes,no
ABC37034,58,blue-collar,married,secondary,no,602,yes,no
ABC40503,66,retired,married,secondary,no,203,no,no
ABC37036,36,blue-collar,married,tertiary,no,421,yes,no
ABC40505,37,management,married,tertiary,no,3737,no,no
ABC37037,38,services,married,secondary,no,7208,yes,no
ABC40507,38,unemployed,married,primary,no,7005,yes,no
ABC37039,47,entrepreneur,married,tertiary,no,0,yes,no
ABC3704,31,services,divorced,tertiary,no,146,yes,no
ABC37042,33,blue-collar,married,primary,no,41,yes,no
ABC37044,54,blue-collar,married,secondary,no,324,yes,no
ABC40514,58,retired,married,primary,no,565,no,no
ABC40515,49,self-employed,married,primary,no,889,no,no
ABC37046,33,management,divorced,tertiary,no,312,yes,yes
ABC40517,51,blue-collar,married,secondary,no,6840,no,no
ABC37047,31,blue-collar,married,secondary,no,1545,yes,yes
ABC3705,41,blue-collar,married,unknown,no,732,yes,no
ABC37051,42,unemployed,married,primary,yes,-581,yes,no
ABC40524,38,student,married,unknown,no,0,no,no
ABC40525,79,retired,married,primary,no,429,no,no
ABC37053,32,services,married,secondary,no,413,yes,no
ABC40527,71,retired,married,tertiary,no,4388,no,no
ABC37057,37,services,married,secondary,no,393,yes,yes
ABC40529,52,blue-collar,married,tertiary,no,2557,no,no
ABC37058,37,blue-collar,divorced,secondary,no,719,yes,no
ABC37059,33,services,married,secondary,no,139,yes,yes
ABC37060,45,blue-collar,married,primary,no,0,yes,no
ABC37062,42,blue-collar,divorced,secondary,no,-580,yes,yes
ABC37063,33,self-employed,married,primary,no,61,yes,no
ABC37065,29,blue-collar,married,secondary,no,912,yes,no
ABC37066,39,services,married,primary,no,276,yes,yes
ABC37067,50,management,married,tertiary,no,2809,yes,no
ABC40538,55,management,married,unknown,no,3122,no,no
ABC37069,30,blue-collar,married,primary,no,25,yes,no
ABC3707,36,services,married,secondary,no,208,yes,no
ABC37071,31,services,divorced,secondary,no,1301,yes,no
ABC37074,51,blue-collar,married,primary,no,40,yes,no
ABC37075,50,management,divorced,tertiary,no,100,yes,yes
ABC37077,33,services,married,secondary,no,56,yes,no
ABC40544,46,blue-collar,married,secondary,no,922,yes,no
ABC37078,39,blue-collar,married,secondary,no,1419,yes,no
ABC3708,48,management,married,tertiary,no,542,yes,no
ABC37080,33,blue-collar,married,secondary,no,1905,yes,no
ABC37084,35,blue-collar,married,secondary,no,625,no,no
ABC37085,48,blue-collar,married,secondary,no,1394,yes,no
ABC37086,33,management,married,tertiary,no,1195,yes,no
ABC37089,38,blue-collar,married,primary,no,354,yes,no
ABC37090,39,blue-collar,divorced,secondary,no,807,yes,yes
ABC40558,49,management,single,tertiary,no,151,yes,no
ABC37091,55,self-employed,married,tertiary,no,1810,yes,no
ABC37093,38,services,married,secondary,no,3632,yes,yes
ABC37097,30,services,divorced,secondary,no,55,yes,no
ABC37099,59,blue-collar,divorced,secondary,no,61,yes,no
ABC371,34,services,married,secondary,no,22,yes,no
ABC3710,45,blue-collar,married,secondary,no,999,yes,no
ABC40567,34,blue-collar,single,primary,no,79,no,no
ABC37101,58,blue-collar,married,secondary,no,6004,yes,no
ABC37102,38,blue-collar,married,primary,no,447,yes,no
ABC37103,35,blue-collar,married,secondary,no,1831,yes,no
ABC40570,73,management,married,tertiary,no,1609,no,no
ABC37105,55,management,divorced,tertiary,no,2171,yes,yes
ABC37106,35,blue-collar,married,secondary,no,233,yes,no
ABC37109,37,services,married,secondary,no,655,no,no
ABC40575,59,blue-collar,divorced,primary,no,989,no,no
ABC3711,43,blue-collar,married,secondary,no,19,yes,no
ABC37110,44,blue-collar,married,tertiary,no,564,yes,no
ABC37111,44,blue-collar,married,secondary,no,669,yes,no
ABC37112,31,self-employed,married,secondary,no,131,yes,no
ABC37113,32,services,married,secondary,no,99,yes,no
ABC37115,55,blue-collar,married,primary,no,-636,yes,no
ABC37116,39,blue-collar,married,primary,no,157,yes,no
ABC37119,44,entrepreneur,married,tertiary,no,1,yes,no
ABC3712,42,services,divorced,secondary,no,63,no,no
ABC37120,33,management,divorced,tertiary,no,219,yes,no
ABC37121,39,management,divorced,tertiary,no,36,no,yes
ABC37123,30,blue-collar,married,secondary,no,975,yes,no
ABC37125,42,blue-collar,married,secondary,no,2157,yes,no
ABC40589,44,entrepreneur,single,unknown,no,323,no,no
ABC37126,50,blue-collar,married,primary,no,0,yes,no
ABC37127,42,unemployed,married,secondary,no,0,yes,no
ABC40591,42,management,single,tertiary,no,11008,no,no
ABC37128,45,blue-collar,divorced,tertiary,no,378,yes,yes
ABC37129,44,unemployed,divorced,secondary,no,2108,yes,no
ABC37130,49,blue-collar,divorced,unknown,no,39,yes,no
ABC37132,32,blue-collar,married,primary,no,50,yes,no
ABC40597,46,services,divorced,secondary,no,2196,no,no
ABC37133,42,services,married,secondary,no,0,yes,no
ABC37136,32,blue-collar,married,secondary,no,-684,yes,no
ABC37137,48,blue-collar,married,secondary,no,865,yes,no
ABC37139,33,blue-collar,married,secondary,no,308,yes,no
ABC3714,29,blue-collar,married,secondary,no,832,yes,no
ABC37140,35,blue-collar,married,secondary,no,323,yes,no
ABC37144,45,entrepreneur,married,primary,no,58,yes,no
ABC37147,50,blue-collar,married,primary,no,953,yes,no
ABC37148,49,blue-collar,married,secondary,no,119,yes,no
ABC37149,32,blue-collar,married,tertiary,no,1503,yes,yes
ABC37152,43,management,divorced,tertiary,no,497,no,no
ABC37153,46,services,divorced,secondary,no,3201,yes,no
ABC40612,61,retired,married,secondary,no,569,no,no
ABC37155,30,blue-collar,married,primary,no,2,yes,yes
ABC40614,52,services,married,secondary,no,1228,yes,yes
ABC37158,33,blue-collar,married,secondary,no,780,yes,no
ABC40616,57,management,married,tertiary,no,1660,no,no
ABC40617,49,management,divorced,tertiary,no,914,no,no
ABC40618,33,blue-collar,married,tertiary,no,1699,no,no
ABC40619,47,blue-collar,married,secondary,no,1167,yes,no
ABC3716,53,unemployed,married,secondary,no,76,yes,yes
ABC37160,33,management,married,secondary,no,350,yes,no
ABC37162,45,blue-collar,married,secondary,no,78,yes,no
ABC37163,36,blue-collar,married,primary,no,0,yes,yes
ABC40623,68,retired,married,secondary,no,19317,yes,no
ABC37164,52,blue-collar,married,secondary,no,7180,yes,no
ABC40625,40,blue-collar,single,tertiary,no,1646,yes,no
ABC40626,46,management,married,tertiary,no,242,no,no
ABC37166,50,services,married,primary,no,246,yes,no
ABC37168,39,blue-collar,married,primary,no,3419,yes,no
ABC3717,31,blue-collar,divorced,secondary,no,268,no,no
ABC37174,50,self-employed,married,secondary,no,7317,yes,no
ABC40630,29,blue-collar,single,secondary,no,382,no,no
ABC40631,55,management,divorced,tertiary,no,2383,no,no
ABC40632,30,self-employed,married,tertiary,no,2666,no,no
ABC40633,49,services,divorced,secondary,no,1718,no,yes
ABC37177,53,services,married,secondary,no,-1601,no,yes
ABC40635,48,management,married,tertiary,no,1147,no,no
ABC40637,45,services,married,secondary,no,153,no,no
ABC37178,40,blue-collar,divorced,secondary,no,-375,yes,no
ABC37179,39,management,married,tertiary,no,141,yes,no
ABC37182,35,blue-collar,married,secondary,no,247,yes,yes
ABC40641,43,management,married,tertiary,no,1791,no,no
ABC37183,35,blue-collar,married,secondary,no,260,yes,no
ABC40643,47,management,single,tertiary,no,86,no,no
ABC37184,35,services,married,secondary,no,34,yes,no
ABC37186,40,blue-collar,married,primary,no,328,yes,no
ABC40649,47,self-employed,married,secondary,no,3940,yes,no
ABC37187,52,blue-collar,married,secondary,no,33,no,yes
ABC40651,37,unemployed,single,tertiary,no,1291,no,no
ABC40652,36,management,married,tertiary,no,495,no,no
ABC37188,43,blue-collar,married,primary,no,190,yes,no
ABC40654,61,management,married,tertiary,no,175,no,no
ABC37189,36,services,married,primary,no,413,yes,no
ABC37190,42,entrepreneur,married,primary,no,759,yes,no
ABC40657,53,management,married,tertiary,no,1624,no,no
ABC37192,37,management,married,tertiary,no,596,yes,no
ABC40659,61,retired,married,tertiary,no,3140,yes,yes
ABC37193,51,blue-collar,married,primary,no,864,yes,no
ABC37195,36,blue-collar,married,secondary,no,1969,yes,yes
ABC37196,29,blue-collar,married,primary,no,35,yes,no
ABC372,38,services,married,secondary,no,46,yes,yes
ABC37200,32,blue-collar,married,secondary,no,1779,yes,no
ABC37201,35,blue-collar,married,secondary,no,577,no,no
ABC37202,43,services,married,secondary,no,3409,yes,no
ABC37204,50,management,married,secondary,no,42,yes,no
ABC37205,41,blue-collar,married,secondary,no,121,yes,no
ABC40669,57,services,single,secondary,no,0,no,no
ABC37207,36,blue-collar,married,secondary,no,418,yes,yes
ABC37208,40,blue-collar,divorced,primary,no,54,yes,no
ABC40671,40,management,married,tertiary,no,0,no,no
ABC37209,34,management,married,tertiary,no,0,yes,no
ABC40673,53,services,divorced,secondary,no,0,yes,yes
ABC3721,43,services,divorced,secondary,no,207,yes,no
ABC37210,40,blue-collar,married,secondary,no,1023,yes,no
ABC37211,45,blue-collar,married,primary,no,2523,yes,no
ABC40677,73,retired,married,primary,no,5539,no,no
ABC37213,36,blue-collar,married,primary,no,1993,yes,yes
ABC37216,35,blue-collar,divorced,primary,no,289,yes,no
ABC37218,39,services,married,secondary,no,145,yes,yes
ABC40680,65,unknown,married,unknown,no,4717,no,no
ABC40681,67,retired,married,tertiary,no,701,no,no
ABC40682,66,retired,married,tertiary,no,3,no,no
ABC37219,32,unemployed,married,primary,no,309,yes,no
ABC40684,67,management,married,tertiary,no,405,no,no
ABC3722,45,services,divorced,secondary,no,109,yes,no
ABC40686,57,retired,married,secondary,no,168,no,no
ABC40687,38,services,married,tertiary,no,4297,no,no
ABC40688,47,services,married,unknown,no,66,no,no
ABC37220,38,management,married,tertiary,no,2278,yes,yes
ABC37221,41,blue-collar,married,secondary,no,0,no,no
ABC40690,56,management,divorced,tertiary,no,10532,no,no
ABC40691,46,management,married,tertiary,no,4693,no,yes
ABC37222,44,blue-collar,married,primary,no,186,yes,no
ABC37224,44,blue-collar,married,secondary,no,1311,yes,no
ABC37225,35,blue-collar,married,primary,no,455,yes,no
ABC37226,34,services,married,secondary,no,1314,yes,no
ABC37227,31,management,married,tertiary,no,623,yes,no
ABC40697,32,student,married,secondary,no,1536,no,no
ABC40698,69,blue-collar,married,secondary,no,9064,no,no
ABC37228,33,services,married,secondary,no,107,yes,yes
ABC37229,49,entrepreneur,married,primary,no,282,yes,yes
ABC40700,72,retired,married,tertiary,no,2,no,no
ABC3723,56,management,divorced,tertiary,no,975,yes,no
ABC40702,41,services,married,tertiary,no,1536,no,no
ABC40703,72,retired,married,primary,no,1612,no,no
ABC37231,37,management,married,tertiary,no,1852,no,no
ABC37234,44,blue-collar,divorced,primary,no,25,yes,no
ABC40706,33,unemployed,married,secondary,no,1211,no,no
ABC40707,37,services,married,secondary,no,96,no,no
ABC37235,45,management,divorced,tertiary,no,2813,yes,no
ABC37236,37,blue-collar,divorced,secondary,no,2610,yes,no
ABC37237,40,self-employed,married,primary,no,2077,yes,no
ABC40711,77,retired,married,secondary,no,638,no,no
ABC37238,48,blue-collar,married,secondary,no,-85,yes,no
ABC37239,43,blue-collar,married,secondary,no,171,yes,no
ABC3724,51,blue-collar,married,secondary,no,143,yes,no
ABC37240,52,services,married,secondary,no,146,yes,yes
ABC37241,39,services,divorced,secondary,no,-427,yes,no
ABC37244,55,entrepreneur,married,tertiary,no,323,yes,yes
ABC40719,34,management,married,tertiary,no,0,yes,no
ABC37245,37,blue-collar,married,secondary,no,387,yes,yes
ABC40720,44,services,single,secondary,no,1534,no,no
ABC37247,53,services,married,secondary,no,8892,yes,no
ABC40724,42,services,single,secondary,no,3403,yes,no
ABC40725,58,unemployed,married,secondary,no,687,yes,no
ABC37249,47,management,divorced,tertiary,no,-49,yes,no
ABC3725,47,blue-collar,married,primary,no,1756,yes,no
ABC37250,34,blue-collar,married,secondary,no,178,yes,no
ABC40729,34,blue-collar,married,tertiary,no,7050,no,no
ABC37252,36,blue-collar,divorced,secondary,no,52,yes,no
ABC37254,50,blue-collar,married,primary,no,216,yes,no
ABC37255,51,blue-collar,married,primary,no,3185,yes,no
ABC40732,55,entrepreneur,divorced,secondary,no,538,yes,no
ABC40733,71,retired,married,primary,no,2600,no,no
ABC40734,41,management,married,tertiary,no,2226,no,no
ABC40736,60,management,single,tertiary,no,1034,yes,no
ABC37257,47,blue-collar,married,primary,no,-287,yes,no
ABC3726,44,self-employed,married,primary,yes,-972,yes,yes
ABC37260,37,management,married,tertiary,no,2019,yes,no
ABC37262,32,services,married,secondary,no,28,yes,no
ABC37263,47,services,married,secondary,no,411,yes,no
ABC37264,29,services,married,secondary,no,69,yes,no
ABC37266,52,blue-collar,married,secondary,no,1117,yes,no
ABC37267,36,blue-collar,married,secondary,no,55,yes,no
ABC37268,58,retired,married,primary,no,747,yes,yes
ABC37269,45,blue-collar,married,secondary,no,192,yes,no
ABC3727,31,services,married,secondary,no,5,yes,no
ABC40750,54,blue-collar,married,secondary,no,10185,no,no
ABC40751,42,blue-collar,single,unknown,no,11115,no,no
ABC37271,31,blue-collar,married,primary,no,1127,yes,no
ABC37274,59,management,married,secondary,no,771,no,no
ABC37275,39,blue-collar,married,primary,no,1004,yes,no
ABC37276,37,blue-collar,married,secondary,no,3173,yes,no
ABC40758,59,retired,divorced,tertiary,no,3444,no,no
ABC37279,34,blue-collar,married,secondary,no,-56,yes,no
ABC3728,46,management,married,secondary,no,36,yes,no
ABC37281,36,management,married,tertiary,no,481,yes,no
ABC40762,32,self-employed,single,tertiary,no,1815,no,no
ABC37284,29,blue-collar,married,secondary,no,1052,yes,no
ABC40764,61,self-employed,divorced,tertiary,no,52587,no,no
ABC37286,40,services,married,secondary,no,-378,yes,yes
ABC37287,30,services,divorced,secondary,no,0,yes,no
ABC37288,34,blue-collar,married,secondary,no,7063,yes,no
ABC37289,46,blue-collar,divorced,primary,no,-35,yes,no
ABC37290,49,services,divorced,primary,no,112,yes,no
ABC37291,45,management,divorced,tertiary,yes,-946,yes,no
ABC37293,37,blue-collar,married,secondary,no,0,yes,no
ABC37294,30,services,divorced,secondary,no,341,yes,no
ABC37296,39,blue-collar,married,secondary,no,1360,yes,no
ABC37297,41,services,married,secondary,no,158,yes,no
ABC37298,44,blue-collar,divorced,secondary,no,338,yes,no
ABC373,37,blue-collar,married,secondary,no,1293,no,no
ABC40778,31,management,married,tertiary,no,10884,no,no
ABC3730,31,services,married,secondary,no,468,yes,no
ABC37300,33,services,married,secondary,no,162,yes,no
ABC37301,35,blue-collar,divorced,secondary,no,0,yes,no
ABC37302,51,services,married,secondary,no,42,yes,no
ABC37303,51,blue-collar,divorced,primary,no,37,yes,no
ABC37304,39,blue-collar,married,primary,no,499,yes,no
ABC37306,50,services,married,secondary,no,481,yes,no
ABC37307,45,blue-collar,divorced,primary,no,-69,yes,no
ABC37308,44,blue-collar,divorced,primary,no,70,yes,no
ABC37309,32,services,married,secondary,no,1670,no,no
ABC37311,55,blue-collar,divorced,unknown,no,276,yes,no
ABC37312,37,self-employed,divorced,secondary,no,1040,yes,no
ABC37313,31,blue-collar,married,primary,no,951,yes,no
ABC37314,42,blue-collar,married,primary,no,969,yes,no
ABC40794,42,blue-collar,married,primary,no,201,yes,no
ABC37315,32,blue-collar,married,secondary,no,-64,yes,no
ABC37316,43,management,divorced,secondary,no,229,yes,yes
ABC37318,47,blue-collar,married,primary,no,-169,no,yes
ABC37320,43,self-employed,divorced,secondary,no,484,yes,no
ABC37321,34,blue-collar,married,secondary,no,0,yes,no
ABC37322,29,entrepreneur,married,secondary,no,5918,yes,no
ABC40800,42,unemployed,married,unknown,no,190,no,no
ABC40801,42,services,single,tertiary,no,94,yes,no
ABC37323,59,blue-collar,married,primary,no,-91,yes,no
ABC37324,47,management,married,secondary,no,623,yes,no
ABC37325,45,entrepreneur,divorced,tertiary,no,0,yes,no
ABC40808,70,self-employed,divorced,primary,no,1311,no,no
ABC40809,57,blue-collar,married,secondary,no,589,yes,no
ABC37326,45,blue-collar,married,tertiary,no,23,yes,yes
ABC40810,60,retired,married,secondary,no,1853,no,no
ABC40811,53,blue-collar,divorced,primary,no,4401,no,no
ABC37327,56,management,divorced,primary,no,26,yes,no
ABC40813,48,unemployed,divorced,secondary,no,201,no,no
ABC37328,37,blue-collar,married,secondary,no,513,yes,no
ABC40816,61,retired,married,tertiary,no,2557,yes,no
ABC3733,40,blue-collar,married,secondary,no,257,yes,no
ABC37332,32,management,divorced,tertiary,no,1804,yes,no
ABC37334,50,management,married,primary,no,117,yes,no
ABC37338,59,services,married,secondary,no,506,yes,no
ABC37339,37,blue-collar,married,secondary,no,198,yes,no
ABC3734,43,blue-collar,married,unknown,no,91,yes,no
ABC40825,42,blue-collar,married,secondary,no,994,yes,no
ABC37341,30,blue-collar,married,primary,no,236,yes,no
ABC37342,40,services,divorced,secondary,no,282,yes,no
ABC40829,46,management,married,tertiary,no,1600,yes,yes
ABC37343,34,unemployed,married,secondary,no,0,yes,no
ABC40830,40,services,single,secondary,no,100,yes,no
ABC37344,31,blue-collar,married,secondary,no,864,yes,yes
ABC37345,31,blue-collar,married,secondary,no,1078,yes,no
ABC37346,36,blue-collar,married,primary,no,679,yes,yes
ABC40834,39,services,married,secondary,no,260,yes,no
ABC37351,36,services,married,tertiary,no,702,yes,no
ABC40836,58,self-employed,married,primary,no,1013,yes,no
ABC37356,51,unemployed,married,secondary,no,-13,yes,no
ABC37359,38,services,married,secondary,no,780,yes,no
ABC3736,29,management,married,tertiary,no,1,yes,yes
ABC37361,35,blue-collar,married,secondary,no,1546,yes,no
ABC40841,42,blue-collar,married,secondary,no,413,yes,no
ABC37362,39,blue-collar,married,secondary,no,4741,yes,no
ABC37365,37,blue-collar,married,secondary,no,208,no,no
ABC37367,35,blue-collar,married,secondary,no,0,yes,yes
ABC37368,35,blue-collar,married,secondary,no,328,yes,no
ABC37370,57,blue-collar,married,primary,no,649,yes,no
ABC37374,31,blue-collar,married,secondary,no,295,yes,yes
ABC37376,43,blue-collar,divorced,secondary,no,47,yes,yes
ABC37379,55,management,married,primary,no,1691,yes,no
ABC3738,39,management,married,tertiary,no,0,yes,yes
ABC37380,34,blue-collar,married,secondary,no,467,yes,no
ABC37381,44,management,divorced,tertiary,no,388,yes,no
ABC40854,60,blue-collar,married,primary,no,631,no,no
ABC37382,40,blue-collar,divorced,secondary,no,635,yes,no
ABC37383,52,blue-collar,married,secondary,no,5828,yes,no
ABC40858,44,self-employed,divorced,tertiary,no,1070,yes,no
ABC37386,40,blue-collar,married,secondary,no,125,yes,no
ABC40863,32,blue-collar,married,secondary,no,484,yes,no
ABC37388,44,blue-collar,married,tertiary,no,1371,no,no
ABC40866,35,self-employed,single,tertiary,no,353,no,no
ABC40869,50,blue-collar,divorced,unknown,no,2794,no,no
ABC37389,50,blue-collar,married,tertiary,no,267,yes,no
ABC3739,51,blue-collar,married,primary,no,196,yes,no
ABC37390,33,management,divorced,tertiary,no,5550,yes,no
ABC40873,75,retired,married,primary,no,2970,no,no
ABC40875,36,services,married,tertiary,no,29,no,no
ABC37392,35,services,married,secondary,no,102,yes,no
ABC40877,57,services,single,secondary,no,2223,no,no
ABC37393,47,services,divorced,tertiary,no,846,yes,no
ABC40879,41,management,married,tertiary,no,27696,no,no
ABC37395,35,blue-collar,married,secondary,no,2737,yes,no
ABC40880,59,blue-collar,married,secondary,no,116,no,no
ABC37398,51,blue-collar,divorced,secondary,no,581,yes,no
ABC3740,58,services,married,primary,no,879,yes,no
ABC37401,40,blue-collar,divorced,unknown,no,528,yes,no
ABC40885,36,management,married,tertiary,no,2987,yes,no
ABC37402,33,blue-collar,married,secondary,no,540,no,yes
ABC40887,61,management,single,tertiary,no,2,no,no
ABC37403,37,blue-collar,married,secondary,no,426,yes,no
ABC37405,44,management,married,tertiary,no,12392,yes,no
ABC40890,51,retired,divorced,secondary,no,1679,no,no
ABC37406,29,blue-collar,married,primary,no,97,yes,no
ABC37407,53,management,married,tertiary,no,-1112,yes,no
ABC37408,33,blue-collar,married,primary,no,410,yes,no
ABC37409,30,services,married,secondary,no,2191,yes,no
ABC3741,44,entrepreneur,married,tertiary,no,3689,yes,no
ABC37410,60,management,married,primary,no,-70,yes,no
ABC37413,32,self-employed,married,secondary,no,8,yes,yes
ABC37414,38,management,married,tertiary,no,0,yes,no
ABC37415,57,management,divorced,tertiary,no,408,yes,no
ABC37417,39,services,married,secondary,no,9618,yes,no
ABC37419,47,services,married,secondary,no,642,yes,no
ABC3742,49,blue-collar,married,secondary,no,1269,yes,no
